# x, y
0.000000000000000000e+00 9.999999776482582092e-03 -3.333333333333333148e-01
0.000000000000000000e+00 3.110176801681518555e+00 -3.333333333333333148e-01
0.000000000000000000e+00 2.355841636657714844e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.182921409606933594e+00 -3.333333333333333148e-01
0.000000000000000000e+00 2.942301750183105469e+00 -3.333333333333333148e-01
0.000000000000000000e+00 5.964612960815429688e-01 -3.333333333333333148e-01
0.000000000000000000e+00 1.769381523132324219e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.476151466369628906e+00 -3.333333333333333148e-01
0.000000000000000000e+00 3.032312393188476562e-01 -3.333333333333333148e-01
0.000000000000000000e+00 2.649071693420410156e+00 -3.333333333333333148e-01
0.000000000000000000e+00 8.896913528442382812e-01 -3.333333333333333148e-01
0.000000000000000000e+00 2.062611579895019531e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.915995597839355469e+00 -3.333333333333333148e-01
0.000000000000000000e+00 7.430753707885742188e-01 -3.333333333333333148e-01
0.000000000000000000e+00 3.088916778564453125e+00 -3.333333333333333148e-01
0.000000000000000000e+00 2.502455711364746094e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.566152572631835938e-01 -3.333333333333333148e-01
0.000000000000000000e+00 1.329535484313964844e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.622767448425292969e+00 -3.333333333333333148e-01
0.000000000000000000e+00 4.498472213745117188e-01 -3.333333333333333148e-01
0.000000000000000000e+00 2.795686721801757812e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.036307334899902344e+00 -3.333333333333333148e-01
0.000000000000000000e+00 2.209227561950683594e+00 -3.333333333333333148e-01
0.000000000000000000e+00 2.135918617248535156e+00 -3.333333333333333148e-01
0.000000000000000000e+00 9.629983901977539062e-01 -3.333333333333333148e-01
0.000000000000000000e+00 2.722378730773925781e+00 -3.333333333333333148e-01
0.000000000000000000e+00 3.765382766723632812e-01 -3.333333333333333148e-01
0.000000000000000000e+00 1.549458503723144531e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.256228446960449219e+00 -3.333333333333333148e-01
0.000000000000000000e+00 8.330821990966796875e-02 -3.333333333333333148e-01
0.000000000000000000e+00 2.429148674011230469e+00 -3.333333333333333148e-01
0.000000000000000000e+00 3.015608787536621094e+00 -3.333333333333333148e-01
0.000000000000000000e+00 6.697683334350585938e-01 -3.333333333333333148e-01
0.000000000000000000e+00 1.842688560485839844e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.989304542541503906e+00 -3.333333333333333148e-01
0.000000000000000000e+00 9.999999776482582092e-03 -3.333333333333333148e-01
6.283185482025146484e+00 9.999999776482582092e-03 -3.333333333333333148e-01
6.283185482025146484e+00 3.110176801681518555e+00 -3.333333333333333148e-01
0.000000000000000000e+00 3.110176801681518555e+00 -3.333333333333333148e-01
1.591504573822021484e+00 3.110176801681518555e+00 1.664522786935170306e-01
4.691680908203125000e+00 9.999999776482582092e-03 1.664522886276245117e-01
6.283185482025146484e+00 7.643361091613769531e-01 -3.333333333333333148e-01
0.000000000000000000e+00 2.355841636657714844e+00 -3.333333333333333148e-01
3.937345027923583984e+00 3.110176801681518555e+00 -7.815661032994587754e-02
2.345840454101562500e+00 9.999999776482582092e-03 -7.815670967102050781e-02
3.518760681152343750e+00 9.999999776482582092e-03 -2.655149300893147601e-01
2.764424800872802734e+00 3.110176801681518555e+00 -2.655150095621744422e-01
0.000000000000000000e+00 1.182921409606933594e+00 -3.333333333333333148e-01
6.283185482025146484e+00 1.937256336212158203e+00 -3.333333333333333148e-01
5.864601135253906250e+00 9.999999776482582092e-03 -2.507255077362060547e-01
4.185848236083984375e-01 3.110176801681518555e+00 -2.507252693176269531e-01
5.110265254974365234e+00 3.110176801681518555e+00 9.160351753234863281e-02
1.172920227050781250e+00 9.999999776482582092e-03 9.160355726877847382e-02
1.759380340576171875e+00 9.999999776482582092e-03 1.490945021311441965e-01
4.523805141448974609e+00 3.110176801681518555e+00 1.490945418675740375e-01
0.000000000000000000e+00 2.942301750183105469e+00 -3.333333333333333148e-01
6.283185482025146484e+00 1.778759956359863281e-01 -3.333333333333333148e-01
6.283185482025146484e+00 2.523716449737548828e+00 -3.333333333333333148e-01
0.000000000000000000e+00 5.964612960815429688e-01 -3.333333333333333148e-01
2.177964687347412109e+00 3.110176801681518555e+00 3.906309604644775391e-03
4.105220794677734375e+00 9.999999776482582092e-03 3.906408945719400463e-03
2.932300567626953125e+00 9.999999776482582092e-03 -3.117496967315673828e-01
3.350884914398193359e+00 3.110176801681518555e+00 -3.117496172587076453e-01
0.000000000000000000e+00 1.769381523132324219e+00 -3.333333333333333148e-01
6.283185482025146484e+00 1.350796222686767578e+00 -3.333333333333333148e-01
5.278141021728515625e+00 9.999999776482582092e-03 2.299143870671590054e-02
1.005044937133789062e+00 3.110176801681518555e+00 2.299172679583231377e-02
5.696725368499755859e+00 3.110176801681518555e+00 -1.801986694335937500e-01
5.864601135253906250e-01 9.999999776482582092e-03 -1.801986694335937500e-01
8.796901702880859375e-01 9.999999776482582092e-03 -3.646628061930338310e-02
5.403495311737060547e+00 3.110176801681518555e+00 -3.646636009216308594e-02
7.118148803710937500e-01 3.110176801681518555e+00 -1.199923356374104771e-01
5.571371078491210938e+00 9.999999776482582092e-03 -1.199926336606343541e-01
6.283185482025146484e+00 1.644026279449462891e+00 -3.333333333333333148e-01
0.000000000000000000e+00 1.476151466369628906e+00 -3.333333333333333148e-01
3.057654857635498047e+00 3.110176801681518555e+00 -3.298188050587971820e-01
3.225530624389648438e+00 9.999999776482582092e-03 -3.298188050587971820e-01
4.398450851440429688e+00 9.999999776482582092e-03 1.189858814080556187e-01
1.884734630584716797e+00 3.110176801681518555e+00 1.189858317375183105e-01
0.000000000000000000e+00 3.032312393188476562e-01 -3.333333333333333148e-01
6.283185482025146484e+00 2.816946506500244141e+00 -3.333333333333333148e-01
6.283185482025146484e+00 4.711060523986816406e-01 -3.333333333333333148e-01
0.000000000000000000e+00 2.649071693420410156e+00 -3.333333333333333148e-01
4.230575084686279297e+00 3.110176801681518555e+00 5.930274724960327148e-02
2.052610397338867188e+00 9.999999776482582092e-03 5.930268764495849609e-02
1.466150283813476562e+00 9.999999776482582092e-03 1.612112323443094797e-01
4.817035198211669922e+00 3.110176801681518555e+00 1.612112124760945453e-01
1.253547668457031250e-01 3.110176801681518555e+00 -3.255174557367960242e-01
6.157831192016601562e+00 9.999999776482582092e-03 -3.255175749460855750e-01
6.283185482025146484e+00 2.230486392974853516e+00 -3.333333333333333148e-01
0.000000000000000000e+00 8.896913528442382812e-01 -3.333333333333333148e-01
2.471194744110107422e+00 3.110176801681518555e+00 -1.403278509775797434e-01
3.811990737915039062e+00 9.999999776482582092e-03 -1.403277317682901926e-01
2.639070510864257812e+00 9.999999776482582092e-03 -2.173460721969604492e-01
3.644114971160888672e+00 3.110176801681518555e+00 -2.173459927241007394e-01
0.000000000000000000e+00 2.062611579895019531e+00 -3.333333333333333148e-01
6.283185482025146484e+00 1.057566165924072266e+00 -3.333333333333333148e-01
